วันที่,จำนวนคนตาย,จำนวนคนบาดเจ็บ,,,,,,,,,,,,,,,,,
2021-07-14,27,1800,,,,,,,,,,,,,,,,,
2021-07-15,32,1771,,,,,,,,,,,,,,,,,
2021-07-16,21,1746,,,,,,,,,,,,,,,,,
2021-07-17,14,1592,,,,,,,,,,,,,,,,,
2021-07-18,19,1587,,,,,,,,,,,,,,,,,
2021-07-19,42,1916,,,,,,,,,,,,,,,,,
2021-07-20,39,1760,,,,,,,,,,,,,,,,,
2021-07-21,24,1706,,,,,,,,,,,,,,,,,
2021-07-22,21,1640,,,,,,,,,,,,,,,,,
2021-07-23,26,1791,,,,,,,,,,,,,,,,,
2021-07-24,10,1309,,,,,,,,,,,,,,,,,
2021-07-25,15,1137,,,,,,,,,,,,,,,,,
2021-07-26,11,1339,,,,,,,,,,,,,,,,,
2021-07-27,31,1617,,,,,,,,,,,,,,,,,
2021-07-28,11,1269,,,,,,,,,,,,,,,,,
2021-07-29,29,1140,,,,,,,,,,,,,,,,,
2021-07-30,30,1555,,,,,,,,,,,,,,,,,
2021-07-31,9,1499,,,,,,,,,,,,,,,,,
2021-08-01,12,1422,,,,,,,,,,,,,,,,,
2021-08-02,40,1977,,,,,,,,,,,,,,,,,
2021-08-03,37,1727,,,,,,,,,,,,,,,,,
2021-08-04,28,1670,,,,,,,,,,,,,,,,,
2021-08-05,16,1669,,,,,,,,,,,,,,,,,
2021-08-06,20,1637,,,,,,,,,,,,,,,,,
2021-08-07,15,1378,,,,,,,,,,,,,,,,,
2021-08-08,18,1413,,,,,,,,,,,,,,,,,
2021-08-09,33,1883,,,,,,,,,,,,,,,,,
2021-08-10,29,1653,,,,,,,,,,,,,,,,,
2021-08-11,21,1785,,,,,,,,,,,,,,,,,
2021-08-12,18,1398,,,,,,,,,,,,,,,,,
2021-08-13,31,1823,,,,,,,,,,,,,,,,,
2021-08-14,9,1400,,,,,,,,,,,,,,,,,
2021-08-15,10,1250,,,,,,,,,,,,,,,,,
2021-08-16,27,1750,,,,,,,,,,,,,,,,,
2021-08-17,32,1736,,,,,,,,,,,,,,,,,
2021-08-18,30,1643,,,,,,,,,,,,,,,,,
2021-08-19,20,1662,,,,,,,,,,,,,,,,,
2021-08-20,29,1824,,,,,,,,,,,,,,,,,
2021-08-21,13,1688,,,,,,,,,,,,,,,,,
2021-08-22,14,1435,,,,,,,,,,,,,,,,,
2021-08-23,43,1975,,,,,,,,,,,,,,,,,
2021-08-24,29,1732,,,,,,,,,,,,,,,,,
2021-08-25,18,1702,,,,,,,,,,,,,,,,,
2021-08-26,19,1772,,,,,,,,,,,,,,,,,
2021-08-27,27,1688,,,,,,,,,,,,,,,,,
2021-08-28,11,1397,,,,,,,,,,,,,,,,,
2021-08-29,17,1538,,,,,,,,,,,,,,,,,
2021-08-30,33,1996,,,,,,,,,,,,,,,,,
2021-08-31,33,1776,,,,,,,,,,,,,,,,,
2021-09-01,29,1916,,,,,,,,,,,,,,,,,
2021-09-02,22,1933,,,,,,,,,,,,,,,,,
2021-09-03,25,1848,,,,,,,,,,,,,,,,,
2021-09-04,19,1594,,,,,,,,,,,,,,,,,
2021-09-05,22,1674,,,,,,,,,,,,,,,,,
2021-09-06,40,2231,,,,,,,,,,,,,,,,,
2021-09-07,32,1982,,,,,,,,,,,,,,,,,
2021-09-08,30,1774,,,,,,,,,,,,,,,,,
2021-09-09,22,1722,,,,,,,,,,,,,,,,,
2021-09-10,36,1913,,,,,,,,,,,,,,,,,
2021-09-11,13,1486,,,,,,,,,,,,,,,,,
2021-09-12,21,1777,,,,,,,,,,,,,,,,,
2021-09-13,56,2200,,,,,,,,,,,,,,,,,
2021-09-14,40,1843,,,,,,,,,,,,,,,,,
2021-09-15,38,1884,,,,,,,,,,,,,,,,,
2021-09-16,33,1968,,,,,,,,,,,,,,,,,
2021-09-17,38,2030,,,,,,,,,,,,,,,,,
2021-09-18,13,1788,,,,,,,,,,,,,,,,,
2021-09-19,19,1645,,,,,,,,,,,,,,,,,
2021-09-20,46,2200,,,,,,,,,,,,,,,,,
2021-09-21,24,1963,,,,,,,,,,,,,,,,,
2021-09-22,23,1998,,,,,,,,,,,,,,,,,
2021-09-23,34,1899,,,,,,,,,,,,,,,,,
2021-09-24,12,1550,,,,,,,,,,,,,,,,,
2021-09-25,24,1625,,,,,,,,,,,,,,,,,
2021-09-26,21,1519,,,,,,,,,,,,,,,,,
2021-09-27,37,2095,,,,,,,,,,,,,,,,,
2021-09-28,29,1915,,,,,,,,,,,,,,,,,
2021-09-29,33,1977,,,,,,,,,,,,,,,,,
2021-09-30,42,2148,,,,,,,,,,,,,,,,,
2021-10-01,33,2338,,,,,,,,,,,,,,,,,
2021-10-02,17,2038,,,,,,,,,,,,,,,,,
2021-10-03,19,1971,,,,,,,,,,,,,,,,,
2021-10-04,66,2639,,,,,,,,,,,,,,,,,
2021-10-05,47,2326,,,,,,,,,,,,,,,,,
2021-10-06,48,2152,,,,,,,,,,,,,,,,,
2021-10-07,47,2110,,,,,,,,,,,,,,,,,
2021-10-08,39,2075,,,,,,,,,,,,,,,,,
2021-10-09,15,1826,,,,,,,,,,,,,,,,,
2021-10-10,16,1892,,,,,,,,,,,,,,,,,
2021-10-11,42,2440,,,,,,,,,,,,,,,,,
2021-10-12,56,2146,,,,,,,,,,,,,,,,,
2021-10-13,16,1677,,,,,,,,,,,,,,,,,
2021-10-14,48,2169,,,,,,,,,,,,,,,,,
2021-10-15,34,1952,,,,,,,,,,,,,,,,,
2021-10-16,8,1736,,,,,,,,,,,,,,,,,
2021-10-17,15,1538,,,,,,,,,,,,,,,,,
2021-10-18,45,2158,,,,,,,,,,,,,,,,,
2021-10-19,42,1978,,,,,,,,,,,,,,,,,
2021-10-20,38,2065,,,,,,,,,,,,,,,,,
2021-10-21,28,2136,,,,,,,,,,,,,,,,,
2021-10-22,15,1875,,,,,,,,,,,,,,,,,
2021-10-23,16,1809,,,,,,,,,,,,,,,,,
2021-10-24,15,1954,,,,,,,,,,,,,,,,,
2021-10-25,44,2432,,,,,,,,,,,,,,,,,
2021-10-26,39,1829,,,,,,,,,,,,,,,,,
2021-10-27,46,2545,,,,,,,,,,,,,,,,,
2021-10-28,31,2219,,,,,,,,,,,,,,,,,
2021-10-29,46,2202,,,,,,,,,,,,,,,,,
2021-10-30,12,2265,,,,,,,,,,,,,,,,,
2021-10-31,32,2119,,,,,,,,,,,,,,,,,
2021-11-01,51,2680,,,,,,,,,,,,,,,,,
2021-11-02,40,2631,,,,,,,,,,,,,,,,,
2021-11-03,41,2361,,,,,,,,,,,,,,,,,
2021-11-04,34,2348,,,,,,,,,,,,,,,,,
2021-11-05,57,2431,,,,,,,,,,,,,,,,,
2021-11-06,27,2107,,,,,,,,,,,,,,,,,
2021-11-07,17,2148,,,,,,,,,,,,,,,,,
2021-11-08,62,2835,,,,,,,,,,,,,,,,,
2021-11-09,29,2323,,,,,,,,,,,,,,,,,
2021-11-10,44,2432,,,,,,,,,,,,,,,,,
2021-11-11,42,2381,,,,,,,,,,,,,,,,,
2021-11-12,49,2414,,,,,,,,,,,,,,,,,
2021-11-13,25,2077,,,,,,,,,,,,,,,,,
2021-11-14,20,2130,,,,,,,,,,,,,,,,,
2021-11-15,51,2655,,,,,,,,,,,,,,,,,
2021-11-16,65,2402,,,,,,,,,,,,,,,,,
2021-11-17,38,2455,,,,,,,,,,,,,,,,,
2021-11-18,47,2494,,,,,,,,,,,,,,,,,
2021-11-19,47,2755,,,,,,,,,,,,,,,,,
2021-11-20,36,2881,,,,,,,,,,,,,,,,,
2021-11-21,29,2335,,,,,,,,,,,,,,,,,
2021-11-22,68,3009,,,,,,,,,,,,,,,,,
2021-11-23,47,2520,,,,,,,,,,,,,,,,,
2021-11-24,46,2640,,,,,,,,,,,,,,,,,
2021-11-25,36,2513,,,,,,,,,,,,,,,,,
2021-11-26,49,2632,,,,,,,,,,,,,,,,,
2021-11-27,16,2468,,,,,,,,,,,,,,,,,
2021-11-28,29,2718,,,,,,,,,,,,,,,,,
2021-11-29,70,3411,,,,,,,,,,,,,,,,,
2021-11-30,57,2690,,,,,,,,,,,,,,,,,
2021-12-01,43,2474,,,,,,,,,,,,,,,,,
2021-12-02,44,2729,,,,,,,,,,,,,,,,,
2021-12-03,54,2782,,,,,,,,,,,,,,,,,
2021-12-04,26,2620,,,,,,,,,,,,,,,,,
2021-12-05,18,2515,,,,,,,,,,,,,,,,,
2021-12-06,23,2496,,,,,,,,,,,,,,,,,
2021-12-07,58,3287,,,,,,,,,,,,,,,,,
2021-12-08,59,2743,,,,,,,,,,,,,,,,,
2021-12-09,47,2809,,,,,,,,,,,,,,,,,
2021-12-10,38,2341,,,,,,,,,,,,,,,,,
2021-12-11,21,2589,,,,,,,,,,,,,,,,,
2021-12-12,21,2536,,,,,,,,,,,,,,,,,
2021-12-13,75,3322,,,,,,,,,,,,,,,,,
2021-12-14,56,2967,,,,,,,,,,,,,,,,,
2021-12-15,61,2928,,,,,,,,,,,,,,,,,
2021-12-16,53,2883,,,,,,,,,,,,,,,,,
2021-12-17,57,2983,,,,,,,,,,,,,,,,,
2021-12-18,36,2575,,,,,,,,,,,,,,,,,
2021-12-19,22,2630,,,,,,,,,,,,,,,,,
2021-12-20,71,3227,,,,,,,,,,,,,,,,,
2021-12-21,47,2928,,,,,,,,,,,,,,,,,
2021-12-22,52,2751,,,,,,,,,,,,,,,,,
2021-12-23,34,2860,,,,,,,,,,,,,,,,,
2021-12-24,55,3039,,,,,,,,,,,,,,,,,
2021-12-25,29,2818,,,,,,,,,,,,,,,,,
2021-12-26,34,2935,,,,,,,,,,,,,,,,,
2021-12-27,78,3420,,,,,,,,,,,,,,,,,
2021-12-28,75,3355,,,,,,,,,,,,,,,,,
2021-12-29,76,3447,,,,,,,,,,,,,,,,,
2021-12-30,93,3865,,,,,,,,,,,,,,,,,
2021-12-31,69,3791,,,,,,,,,,,,,,,,,
2022-01-01,90,4337,,,,,,,,,,,,,,,,,
2022-01-02,65,2975,,,,,,,,,,,,,,,,,
2022-01-03,49,2605,,,,,,,,,,,,,,,,,
2022-01-04,70,2931,,,,,,,,,,,,,,,,,
2022-01-05,49,2588,,,,,,,,,,,,,,,,,
2022-01-06,36,2349,,,,,,,,,,,,,,,,,
2022-01-07,53,2661,,,,,,,,,,,,,,,,,
2022-01-08,23,2155,,,,,,,,,,,,,,,,,
2022-01-09,26,2387,,,,,,,,,,,,,,,,,
2022-01-10,53,2881,,,,,,,,,,,,,,,,,
2022-01-11,36,2682,,,,,,,,,,,,,,,,,
2022-01-12,35,2461,,,,,,,,,,,,,,,,,
2022-01-13,39,2523,,,,,,,,,,,,,,,,,
2022-01-14,51,2639,,,,,,,,,,,,,,,,,
2022-01-15,16,2341,,,,,,,,,,,,,,,,,
2022-01-16,29,2544,,,,,,,,,,,,,,,,,
2022-01-17,46,3036,,,,,,,,,,,,,,,,,
2022-01-18,61,2808,,,,,,,,,,,,,,,,,
2022-01-19,28,2575,,,,,,,,,,,,,,,,,
2022-01-20,47,2676,,,,,,,,,,,,,,,,,
2022-01-21,52,2829,,,,,,,,,,,,,,,,,
2022-01-22,26,1771,,,,,,,,,,,,,,,,,
2022-01-23,21,1548,,,,,,,,,,,,,,,,,
2022-01-24,51,2370,,,,,,,,,,,,,,,,,
2022-01-25,47,1987,,,,,,,,,,,,,,,,,
2022-01-26,38,1904,,,,,,,,,,,,,,,,,
2022-01-27,45,1894,,,,,,,,,,,,,,,,,
2022-01-28,35,2393,,,,,,,,,,,,,,,,,
2022-01-29,21,1885,,,,,,,,,,,,,,,,,
2022-01-30,27,3495,,,,,,,,,,,,,,,,,
2022-01-31,58,3318,,,,,,,,,,,,,,,,,
2022-02-01,60,2728,,,,,,,,,,,,,,,,,
2022-02-02,71,2753,,,,,,,,,,,,,,,,,
2022-02-03,43,2870,,,,,,,,,,,,,,,,,
2022-02-04,59,2971,,,,,,,,,,,,,,,,,
2022-02-05,20,2460,,,,,,,,,,,,,,,,,
2022-02-06,19,2362,,,,,,,,,,,,,,,,,
2022-02-07,61,2988,,,,,,,,,,,,,,,,,
2022-02-08,44,2525,,,,,,,,,,,,,,,,,
2022-02-09,41,2517,,,,,,,,,,,,,,,,,
2022-02-10,46,2503,,,,,,,,,,,,,,,,,
2022-02-11,45,2473,,,,,,,,,,,,,,,,,
2022-02-12,18,2162,,,,,,,,,,,,,,,,,
2022-02-13,24,2205,,,,,,,,,,,,,,,,,
2022-02-14,55,2893,,,,,,,,,,,,,,,,,
2022-02-15,40,2251,,,,,,,,,,,,,,,,,
2022-02-16,27,2426,,,,,,,,,,,,,,,,,
2022-02-17,37,2317,,,,,,,,,,,,,,,,,
2022-02-18,24,2394,,,,,,,,,,,,,,,,,
2022-02-19,20,2149,,,,,,,,,,,,,,,,,
2022-02-20,21,2036,,,,,,,,,,,,,,,,,
2022-02-21,67,2579,,,,,,,,,,,,,,,,,
2022-02-22,35,2257,,,,,,,,,,,,,,,,,
2022-02-23,31,2238,,,,,,,,,,,,,,,,,
2022-02-24,42,2328,,,,,,,,,,,,,,,,,
2022-02-25,43,2274,,,,,,,,,,,,,,,,,
2022-02-26,24,1937,,,,,,,,,,,,,,,,,
2022-02-27,31,1932,,,,,,,,,,,,,,,,,
2022-02-28,65,2645,,,,,,,,,,,,,,,,,
2022-03-01,60,2392,,,,,,,,,,,,,,,,,
2022-03-02,45,2526,,,,,,,,,,,,,,,,,
2022-03-03,48,2485,,,,,,,,,,,,,,,,,
2022-03-04,37,2477,,,,,,,,,,,,,,,,,
2022-03-05,21,2067,,,,,,,,,,,,,,,,,
2022-03-06,21,2196,,,,,,,,,,,,,,,,,
2022-03-07,69,2690,,,,,,,,,,,,,,,,,
2022-03-08,44,2364,,,,,,,,,,,,,,,,,
2022-03-09,43,2331,,,,,,,,,,,,,,,,,
2022-03-10,43,2409,,,,,,,,,,,,,,,,,
2022-03-11,31,2338,,,,,,,,,,,,,,,,,
2022-03-12,20,2070,,,,,,,,,,,,,,,,,
2022-03-13,21,2068,,,,,,,,,,,,,,,,,
2022-03-14,65,2474,,,,,,,,,,,,,,,,,
2022-03-15,52,2252,,,,,,,,,,,,,,,,,
2022-03-16,38,2162,,,,,,,,,,,,,,,,,
2022-03-17,40,2223,,,,,,,,,,,,,,,,,
2022-03-18,46,2314,,,,,,,,,,,,,,,,,
2022-03-19,23,1947,,,,,,,,,,,,,,,,,
2022-03-20,19,2217,,,,,,,,,,,,,,,,,
2022-03-21,53,2519,,,,,,,,,,,,,,,,,
2022-03-22,44,2266,,,,,,,,,,,,,,,,,
2022-03-23,40,2218,,,,,,,,,,,,,,,,,
2022-03-24,55,2268,,,,,,,,,,,,,,,,,
2022-03-25,42,2084,,,,,,,,,,,,,,,,,
2022-03-26,15,2055,,,,,,,,,,,,,,,,,
2022-03-27,23,2052,,,,,,,,,,,,,,,,,
2022-03-28,43,2443,,,,,,,,,,,,,,,,,
2022-03-29,49,2214,,,,,,,,,,,,,,,,,
2022-03-30,29,2229,,,,,,,,,,,,,,,,,
2022-03-31,46,2246,,,,,,,,,,,,,,,,,
2022-04-01,36,2402,,,,,,,,,,,,,,,,,
2022-04-02,31,2083,,,,,,,,,,,,,,,,,
2022-04-03,25,1862,,,,,,,,,,,,,,,,,
2022-04-04,48,2345,,,,,,,,,,,,,,,,,
2022-04-05,60,2328,,,,,,,,,,,,,,,,,
2022-04-06,30,1818,,,,,,,,,,,,,,,,,
2022-04-07,66,2255,,,,,,,,,,,,,,,,,
2022-04-08,57,2151,,,,,,,,,,,,,,,,,
2022-04-09,26,2136,,,,,,,,,,,,,,,,,
2022-04-10,21,2215,,,,,,,,,,,,,,,,,
2022-04-11,85,2660,,,,,,,,,,,,,,,,,
2022-04-12,78,2666,,,,,,,,,,,,,,,,,
2022-04-13,52,2564,,,,,,,,,,,,,,,,,
2022-04-14,66,2676,,,,,,,,,,,,,,,,,
2022-04-15,67,2474,,,,,,,,,,,,,,,,,
2022-04-16,58,2393,,,,,,,,,,,,,,,,,
2022-04-17,50,1987,,,,,,,,,,,,,,,,,
2022-04-18,67,2343,,,,,,,,,,,,,,,,,
2022-04-19,47,2100,,,,,,,,,,,,,,,,,
2022-04-20,37,1907,,,,,,,,,,,,,,,,,
2022-04-21,34,2094,,,,,,,,,,,,,,,,,
2022-04-22,33,2023,,,,,,,,,,,,,,,,,
2022-04-23,23,1847,,,,,,,,,,,,,,,,,
2022-04-24,20,1799,,,,,,,,,,,,,,,,,
2022-04-25,54,2491,,,,,,,,,,,,,,,,,
2022-04-26,43,2196,,,,,,,,,,,,,,,,,
2022-04-27,43,2236,,,,,,,,,,,,,,,,,
2022-04-28,25,2280,,,,,,,,,,,,,,,,,
2022-04-29,56,2397,,,,,,,,,,,,,,,,,
2022-04-30,18,2225,,,,,,,,,,,,,,,,,
2022-05-01,14,2180,,,,,,,,,,,,,,,,,
2022-05-02,27,2500,,,,,,,,,,,,,,,,,
2022-05-03,55,2283,,,,,,,,,,,,,,,,,
2022-05-04,28,1968,,,,,,,,,,,,,,,,,
2022-05-05,46,2399,,,,,,,,,,,,,,,,,
2022-05-06,51,2375,,,,,,,,,,,,,,,,,
2022-05-07,20,2055,,,,,,,,,,,,,,,,,
2022-05-08,23,2003,,,,,,,,,,,,,,,,,
2022-05-09,64,2591,,,,,,,,,,,,,,,,,
2022-05-10,47,2423,,,,,,,,,,,,,,,,,
2022-05-11,62,2423,,,,,,,,,,,,,,,,,
2022-05-12,37,2503,,,,,,,,,,,,,,,,,
2022-05-13,48,2075,,,,,,,,,,,,,,,,,
2022-05-14,25,2026,,,,,,,,,,,,,,,,,
2022-05-15,21,2114,,,,,,,,,,,,,,,,,
2022-05-16,18,2050,,,,,,,,,,,,,,,,,
2022-05-17,64,2790,,,,,,,,,,,,,,,,,
2022-05-18,51,2531,,,,,,,,,,,,,,,,,
2022-05-19,48,2394,,,,,,,,,,,,,,,,,
2022-05-20,36,1996,,,,,,,,,,,,,,,,,
2022-05-21,10,1411,,,,,,,,,,,,,,,,,
2022-05-22,13,1514,,,,,,,,,,,,,,,,,
2022-05-23,47,2123,,,,,,,,,,,,,,,,,
2022-05-24,39,1908,,,,,,,,,,,,,,,,,
2022-05-25,29,2496,,,,,,,,,,,,,,,,,
2022-05-26,45,3400,,,,,,,,,,,,,,,,,
2022-05-27,38,2656,,,,,,,,,,,,,,,,,
2022-05-28,18,2389,,,,,,,,,,,,,,,,,
2022-05-29,26,2311,,,,,,,,,,,,,,,,,
2022-05-30,53,2846,,,,,,,,,,,,,,,,,
2022-05-31,46,2714,,,,,,,,,,,,,,,,,
2022-06-01,48,2530,,,,,,,,,,,,,,,,,
2022-06-02,47,2634,,,,,,,,,,,,,,,,,
2022-06-03,31,2301,,,,,,,,,,,,,,,,,
2022-06-04,10,2295,,,,,,,,,,,,,,,,,
2022-06-05,13,2287,,,,,,,,,,,,,,,,,
2022-06-06,57,3017,,,,,,,,,,,,,,,,,
2022-06-07,57,2750,,,,,,,,,,,,,,,,,
2022-06-08,49,2747,,,,,,,,,,,,,,,,,
2022-06-09,41,2659,,,,,,,,,,,,,,,,,
2022-06-10,49,2667,,,,,,,,,,,,,,,,,
2022-06-11,22,2405,,,,,,,,,,,,,,,,,
2022-06-12,34,2401,,,,,,,,,,,,,,,,,
2022-06-13,54,3081,,,,,,,,,,,,,,,,,
2022-06-14,46,2624,,,,,,,,,,,,,,,,,
2022-06-15,30,2731,,,,,,,,,,,,,,,,,
2022-06-16,44,2709,,,,,,,,,,,,,,,,,
2022-06-17,41,2737,,,,,,,,,,,,,,,,,
2022-06-18,27,2466,,,,,,,,,,,,,,,,,
2022-06-19,21,2558,,,,,,,,,,,,,,,,,
2022-06-20,55,3224,,,,,,,,,,,,,,,,,
2022-06-21,41,2839,,,,,,,,,,,,,,,,,
2022-06-22,57,2663,,,,,,,,,,,,,,,,,
2022-06-23,40,2615,,,,,,,,,,,,,,,,,
2022-06-24,33,2597,,,,,,,,,,,,,,,,,
2022-06-25,13,2491,,,,,,,,,,,,,,,,,
2022-06-26,20,2563,,,,,,,,,,,,,,,,,
2022-06-27,51,2882,,,,,,,,,,,,,,,,,
2022-06-28,42,2731,,,,,,,,,,,,,,,,,
2022-06-29,44,2712,,,,,,,,,,,,,,,,,
2022-06-30,39,2744,,,,,,,,,,,,,,,,,
2022-07-01,31,2884,,,,,,,,,,,,,,,,,
2022-07-02,27,2555,,,,,,,,,,,,,,,,,
2022-07-03,38,2468,,,,,,,,,,,,,,,,,
2022-07-04,70,3144,,,,,,,,,,,,,,,,,
2022-07-05,44,2687,,,,,,,,,,,,,,,,,
2022-07-06,38,2555,,,,,,,,,,,,,,,,,
2022-07-07,45,2724,,,,,,,,,,,,,,,,,
2022-07-08,40,2754,,,,,,,,,,,,,,,,,
2022-07-09,30,2490,,,,,,,,,,,,,,,,,
2022-07-10,31,2412,,,,,,,,,,,,,,,,,
2022-07-11,62,3219,,,,,,,,,,,,,,,,,
2022-07-12,46,2784,,,,,,,,,,,,,,,,,
2022-07-13,26,2038,,,,,,,,,,,,,,,,,
2022-07-14,60,1947,,,,,,,,,,,,,,,,,
2022-07-15,38,2003,,,,,,,,,,,,,,,,,
2022-07-16,29,2072,,,,,,,,,,,,,,,,,
2022-07-17,23,2214,,,,,,,,,,,,,,,,,
2022-07-18,50,2896,,,,,,,,,,,,,,,,,
2022-07-19,54,2828,,,,,,,,,,,,,,,,,
2022-07-20,54,2460,,,,,,,,,,,,,,,,,
2022-07-21,41,2530,,,,,,,,,,,,,,,,,
2022-07-22,35,2616,,,,,,,,,,,,,,,,,
2022-07-23,16,2301,,,,,,,,,,,,,,,,,
2022-07-24,21,2243,,,,,,,,,,,,,,,,,
2022-07-25,52,2943,,,,,,,,,,,,,,,,,
2022-07-26,43,2652,,,,,,,,,,,,,,,,,
2022-07-27,54,2530,,,,,,,,,,,,,,,,,
2022-07-28,28,2311,,,,,,,,,,,,,,,,,
2022-07-29,27,2283,,,,,,,,,,,,,,,,,
2022-07-30,32,2305,,,,,,,,,,,,,,,,,
2022-07-31,36,2403,,,,,,,,,,,,,,,,,
2022-08-01,52,3038,,,,,,,,,,,,,,,,,
2022-08-02,39,2603,,,,,,,,,,,,,,,,,
2022-08-03,52,2614,,,,,,,,,,,,,,,,,
2022-08-04,35,2660,,,,,,,,,,,,,,,,,
2022-08-05,36,2738,,,,,,,,,,,,,,,,,
2022-08-06,24,2289,,,,,,,,,,,,,,,,,
2022-08-07,25,2130,,,,,,,,,,,,,,,,,
2022-08-08,49,2989,,,,,,,,,,,,,,,,,
2022-08-09,39,2516,,,,,,,,,,,,,,,,,
2022-08-10,44,2892,,,,,,,,,,,,,,,,,
2022-08-11,43,2566,,,,,,,,,,,,,,,,,
2022-08-12,17,2266,,,,,,,,,,,,,,,,,
2022-08-13,20,2144,,,,,,,,,,,,,,,,,
2022-08-14,18,2337,,,,,,,,,,,,,,,,,
2022-08-15,49,2888,,,,,,,,,,,,,,,,,
2022-08-16,51,2523,,,,,,,,,,,,,,,,,
2022-08-17,50,2642,,,,,,,,,,,,,,,,,
2022-08-18,45,2774,,,,,,,,,,,,,,,,,
2022-08-19,35,2759,,,,,,,,,,,,,,,,,
2022-08-20,30,2218,,,,,,,,,,,,,,,,,
2022-08-21,25,2336,,,,,,,,,,,,,,,,,
2022-08-22,56,2940,,,,,,,,,,,,,,,,,
2022-08-23,35,2586,,,,,,,,,,,,,,,,,
